Date,Customer Code,House,Flock,Genetic Line Code,#Birds at arrival,hatch date,Date of arrival,Date of removal,Date of deactivation,Veterinarian,Hatchery,Age (Days),Birds Present (#),Birds thinned (#),Mortality (#),Mortality Cum. (#),Cum. Perc. Mortality (%),Liveability (%),Body Weight (g),Uniformity (%),Daily Gain (g),Avg. Daily Gain (g/d),Feed Intake (kg/house),FCR Cum.,Wheat / Bird Cum.,Wheat / Bird,Wheat / Day,Feed Intake / Bird Housed Cum. (kg),Feed Intake / Bird (g),Wheat (g),FCR,Water (l),Water Intake / Bird (ml),Water Intake / Bird Cum. (l),Water : Feed,Water : Feed Cum.,Comment
2017-03-04,D, 2,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 12,25 227, 0, 39,2 773, 9.90, 90.1, 50,, 0, 0,"1,575",,,,, 0.39, 62.4,,,2 839.0, 112.5, 0.8, 1.80, 1.92,
2017-03-05,D, 1,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 13,27 514, 0, 19, 486, 1.74, 98.3, 50,, 0, 0,"2,008",,,,, 0.57, 73.0,,,3 649.0, 132.6, 1.0, 1.82, 1.84,
2017-03-05,D, 2,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 13,25 202, 0, 25,2 798, 9.99, 90.0, 50,, 0, 0,"1,667",,,,, 0.45, 66.2,,,3 026.0, 120.1, 0.9, 1.82, 1.91,
2017-03-05,D, 3,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 13,27 085, 0, 31, 915, 3.27, 96.7, 50,, 0, 0,"2,223",,,,, 0.55, 82.1,,,3 589.0, 132.5, 1.0, 1.61, 1.83,
2017-03-06,D, 3,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 14,27 026, 0, 59, 974, 3.48, 96.5, 50,, 0, 0,"2,351",,,,, 0.64, 87.0,,,3 927.0, 145.3, 1.2, 1.67, 1.80,
2017-03-06,D, 1,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 14,27 492, 0, 22, 508, 1.81, 98.2, 50,, 0, 0,"2,117",,,,, 0.64, 77.0,,,4 079.0, 148.4, 1.2, 1.93, 1.85,
2017-03-06,D, 2,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 14,25 181, 0, 21,2 819, 10.07, 89.9, 50,, 0, 0,"1,800",,,,, 0.52, 71.5,,,3 345.0, 132.8, 1.1, 1.86, 1.90,
2017-03-07,D, 3,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 15,27 001, 0, 25, 999, 3.57, 96.4, 50,, 0, 0,"2,349",,,,, 0.72, 87.0,,,4 188.0, 155.1, 1.3, 1.78, 1.80,
2017-03-07,D, 2,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 15,25 163, 0, 18,2 837, 10.13, 89.9, 50,, 0, 0,"1,936",,,,, 0.59, 76.9,,,3 639.0, 144.6, 1.2, 1.88, 1.90,
2017-03-07,D, 1,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 15,27 478, 0, 14, 522, 1.86, 98.1, 50,, 0, 0,"2,503",,,,, 0.73, 91.1,,,4 491.0, 163.4, 1.4, 1.79, 1.84,
2017-03-08,D, 1,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 16,27 466, 0, 12, 534, 1.91, 98.1, 50,, 0, 0,"2,521",,,,, 0.82, 91.8,,,4 582.0, 166.8, 1.5, 1.82, 1.84,
2017-03-08,D, 3,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 16,26 987, 0, 14,1 013, 3.62, 96.4, 50,, 0, 0,"2,573",,,,, 0.81, 95.3,,,4 311.0, 159.7, 1.5, 1.68, 1.79,
2017-03-08,D, 2,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 16,25 147, 0, 16,2 853, 10.19, 89.8, 50,, 0, 0,"2,277",,,,, 0.67, 90.6,,,3 846.0, 152.9, 1.4, 1.69, 1.87,
2017-03-09,D, 3,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 17,26 970, 0, 17,1 030, 3.68, 96.3, 50,, 0, 0,"2,798",,,,, 0.91, 103.7,,,4 811.0, 178.4, 1.7, 1.72, 1.78,
2017-03-09,D, 1,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 17,27 450, 0, 16, 550, 1.96, 98.0, 50,, 0, 0,"2,925",,,,, 0.92, 106.6,,,5 132.0, 187.0, 1.7, 1.75, 1.83,
2017-03-09,D, 2,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 17,25 132, 0, 15,2 868, 10.24, 89.8, 50,, 0, 0,"2,493",,,,, 0.76, 99.2,,,4 282.0, 170.4, 1.5, 1.72, 1.85,
2017-03-10,D, 2,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 18,25 107, 0, 25,2 893, 10.33, 89.7, 50,, 0, 0,"2,520",,,,, 0.85, 100.4,,,4 375.0, 174.3, 1.7, 1.74, 1.84,
2017-03-10,D, 1,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 18,27 436, 0, 14, 564, 2.01, 98.0, 50,, 0, 0,"3,074",,,,, 1.03, 112.0,,,5 388.0, 196.4, 1.9, 1.75, 1.82,
2017-03-10,D, 3,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 18,26 945, 0, 25,1 055, 3.77, 96.2, 50,, 0, 0,"2,574",,,,, 1.00, 95.5,,,4 854.0, 180.1, 1.9, 1.89, 1.79,
2017-03-11,D, 1,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 19,27 412, 0, 24, 588, 2.10, 97.9, 50,, 0, 0,"3,032",,,,, 1.14, 110.6,,,5 541.0, 202.1, 2.1, 1.83, 1.82,
2017-03-11,D, 3,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 19,26 931, 0, 14,1 069, 3.82, 96.2, 50,, 0, 0,"3,299",,,,, 1.12, 122.5,,,5 272.0, 195.8, 2.0, 1.60, 1.77,
2017-03-11,D, 2,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 19,25 095, 0, 12,2 905, 10.38, 89.6, 50,, 0, 0,"2,579",,,,, 0.94, 102.8,,,4 694.0, 187.1, 1.9, 1.82, 1.84,
2017-03-12,D, 2,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 20,25 074, 0, 21,2 926, 10.45, 89.6, 50,, 0, 0,"2,865",,,,, 1.04, 114.3,,,5 032.0, 200.7, 2.1, 1.76, 1.83,
2017-03-12,D, 1,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 20,27 402, 0, 10, 598, 2.14, 97.9, 50,, 0, 0,"3,299",,,,, 1.26, 120.4,,,5 695.0, 207.8, 2.3, 1.73, 1.81,
2017-03-12,D, 3,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 20,26 916, 0, 15,1 084, 3.87, 96.1, 50,, 0, 0,"3,149",,,,, 1.23, 117.0,,,5 430.0, 201.7, 2.2, 1.72, 1.77,
2017-03-13,D, 2,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 21,25 061, 0, 13,2 939, 10.50, 89.5, 50,, 0, 0,"3,047",,,,, 1.15, 121.6,,,5 232.0, 208.8, 2.3, 1.72, 1.82,
2017-03-13,D, 1,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 21,27 384, 0, 18, 616, 2.20, 97.8, 50,, 0, 0,"3,404",,,,, 1.38, 124.3,,,5 689.0, 207.8, 2.5, 1.67, 1.80,
2017-03-13,D, 3,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 21,26 905, 0, 11,1 095, 3.91, 96.1, 50,, 0, 0,"3,574",,,,, 1.36, 132.8,,,5 773.0, 214.6, 2.5, 1.62, 1.75,
2017-03-14,D, 3,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 22,26 888, 0, 17,1 112, 3.97, 96.0, 50,, 0, 0,"3,554",,,,, 1.49, 132.2,,,6 016.0, 223.7, 2.7, 1.69, 1.75,
2017-03-14,D, 1,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 22,27 364, 0, 20, 636, 2.27, 97.7, 50,, 0, 0,"3,810",,,,, 1.52, 139.2,,,6 384.0, 233.3, 2.8, 1.68, 1.79,
2017-03-14,D, 2,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 22,25 046, 0, 15,2 954, 10.55, 89.5, 50,, 0, 0,"3,100",,,,, 1.26, 123.8,,,5 561.0, 222.0, 2.5, 1.79, 1.82,
2017-03-15,D, 1,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 23,27 347, 0, 17, 653, 2.33, 97.7, 50,, 0, 0,"3,716",,,,, 1.65, 135.9,,,6 490.0, 237.3, 3.0, 1.75, 1.78,
2017-03-15,D, 2,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 23,25 024, 0, 22,2 976, 10.63, 89.4, 50,, 0, 0,"3,350",,,,, 1.38, 133.9,,,5 765.0, 230.4, 2.8, 1.72, 1.81,
2017-03-15,D, 3,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 23,26 877, 0, 11,1 123, 4.01, 96.0, 50,, 0, 0,"3,931",,,,, 1.63, 146.3,,,6 432.0, 239.3, 2.9, 1.64, 1.74,
2017-03-16,D, 3,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 24,26 862, 0, 15,1 138, 4.06, 95.9, 50,, 0, 0,"3,879",,,,, 1.77, 144.4,,,6 765.0, 251.8, 3.2, 1.74, 1.74,
2017-03-16,D, 2,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 24,25 007, 0, 17,2 993, 10.69, 89.3, 50,, 0, 0,"3,417",,,,, 1.50, 136.6,,,5 958.0, 238.3, 3.0, 1.74, 1.80,
2017-03-16,D, 1,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 24,27 330, 0, 17, 670, 2.39, 97.6, 50,, 0, 0,"3,810",,,,, 1.79, 139.4,,,6 472.0, 236.8, 3.2, 1.70, 1.78,
2017-03-17,D, 1,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 25,27 319, 0, 11, 681, 2.43, 97.6, 50,, 0, 0,"3,923",,,,, 1.93, 143.6,,,6 815.0, 249.5, 3.5, 1.74, 1.78,
2017-03-17,D, 2,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 25,24 989, 0, 18,3 011, 10.75, 89.2, 50,, 0, 0,"3,430",,,,, 1.63, 137.3,,,6 102.0, 244.2, 3.2, 1.78, 1.80,
2017-03-17,D, 3,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 25,26 847, 0, 15,1 153, 4.12, 95.9, 50,, 0, 0,"4,031",,,,, 1.91, 150.2,,,6 873.0, 256.0, 3.4, 1.71, 1.73,
2017-03-18,D, 1,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 26,27 304, 0, 15, 696, 2.49, 97.5, 50,, 0, 0,"3,862",,,,, 2.06, 141.4,,,6 983.0, 255.8, 3.7, 1.81, 1.78,
2017-03-18,D, 3,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 26,26 817, 0, 30,1 183, 4.23, 95.8, 50,, 0, 0,"4,278",,,,, 2.06, 159.5,,,6 987.0, 260.5, 3.7, 1.63, 1.73,
2017-03-18,D, 2,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 26,24 982, 0, 7,3 018, 10.78, 89.2, 50,, 0, 0,"3,703",,,,, 1.76, 148.2,,,6 307.0, 252.5, 3.5, 1.70, 1.79,
2017-03-19,D, 3,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 27,26 806, 0, 11,1 194, 4.26, 95.7, 50,, 0, 0,"4,129",,,,, 2.21, 154.0,,,7 077.0, 264.0, 4.0, 1.71, 1.73,
2017-03-19,D, 1,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 27,27 283, 0, 21, 717, 2.56, 97.4, 50,, 0, 0,"4,212",,,,, 2.22, 154.4,,,6 953.0, 254.9, 4.0, 1.65, 1.77,
2017-03-19,D, 2,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 27,24 971, 0, 11,3 029, 10.82, 89.2, 50,, 0, 0,"3,693",,,,, 1.89, 147.9,,,6 583.0, 263.6, 3.8, 1.78, 1.79,
2017-03-20,D, 2,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 28,24 955, 0, 16,3 045, 10.88, 89.1, 50,, 0, 0,"3,812",,,,, 2.03, 152.8,,,6 839.0, 274.1, 4.0, 1.79, 1.79,
2017-03-20,D, 1,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 28,27 271, 0, 12, 729, 2.60, 97.4, 50,, 0, 0,"4,406",,,,, 2.37, 161.6,,,7 423.0, 272.2, 4.3, 1.68, 1.76,
2017-03-20,D, 3,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 28,26 794, 0, 12,1 206, 4.31, 95.7, 50,, 0, 0,"4,230",,,,, 2.36, 157.9,,,7 165.0, 267.4, 4.2, 1.69, 1.72,
2017-03-21,D, 1,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 29,27 252, 0, 19, 748, 2.67, 97.3, 50,, 0, 0,"4,398",,,,, 2.53, 161.4,,,7 692.0, 282.3, 4.6, 1.75, 1.76,
2017-03-21,D, 2,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 29,24 933, 0, 22,3 067, 10.95, 89.0, 50,, 0, 0,"3,953",,,,, 2.17, 158.5,,,6 682.0, 268.0, 4.3, 1.69, 1.79,
2017-03-21,D, 3,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 29,26 777, 0, 17,1 223, 4.37, 95.6, 50,, 0, 0,"4,175",,,,, 2.51, 155.9,,,6 961.0, 260.0, 4.5, 1.67, 1.72,
2017-03-22,D, 3,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 30,26 765, 0, 12,1 235, 4.41, 95.6, 50,, 0, 0,"4,353",,,,, 2.67, 162.6,,,7 617.0, 284.6, 4.8, 1.75, 1.72,
2017-03-22,D, 1,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 30,27 226, 0, 26, 774, 2.76, 97.2, 50,, 0, 0,"4,755",,,,, 2.70, 174.7,,,8 214.0, 301.7, 4.9, 1.73, 1.76,
2017-03-22,D, 2,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 30,24 913, 0, 20,3 087, 11.03, 89.0, 50,, 0, 0,"4,000",,,,, 2.31, 160.6,,,7 207.0, 289.3, 4.6, 1.80, 1.79,
2017-03-23,D, 1,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 31,27 202, 0, 24, 798, 2.85, 97.2, 50,, 0, 0,"4,826",,,,, 2.87, 177.4,,,8 607.0, 316.4, 5.2, 1.78, 1.76,
2017-03-23,D, 2,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 31,24 900, 0, 13,3 100, 11.07, 88.9, 50,, 0, 0,"4,301",,,,, 2.46, 172.7,,,7 543.0, 302.9, 4.9, 1.75, 1.79,
2017-03-23,D, 3,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 31,26 747, 0, 18,1 253, 4.48, 95.5, 50,, 0, 0,"4,556",,,,, 2.83, 170.3,,,8 080.0, 302.1, 5.1, 1.77, 1.73,
2017-03-24,D, 2,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 32,24 887, 0, 13,3 113, 11.12, 88.9, 50,, 0, 0,"4,261",,,,, 2.62, 171.2,,,7 473.0, 300.3, 5.2, 1.75, 1.78,
2017-03-24,D, 1,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 32,27 175, 0, 27, 825, 2.95, 97.1, 50,, 0, 0,"4,908",,,,, 3.05, 180.6,,,8 563.0, 315.1, 5.5, 1.74, 1.76,
2017-03-24,D, 3,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 32,26 727, 0, 20,1 273, 4.55, 95.5, 50,, 0, 0,"4,851",,,,, 3.00, 181.5,,,8 272.0, 309.5, 5.4, 1.71, 1.72,
2017-03-25,D, 2,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 33,24 876, 0, 11,3 124, 11.16, 88.8, 50,, 0, 0,"4,572",,,,, 2.78, 183.8,,,8 140.0, 327.2, 5.5, 1.78, 1.78,
2017-03-25,D, 3,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 33,26 700, 0, 27,1 300, 4.64, 95.4, 50,, 0, 0,"4,846",,,,, 3.18, 181.5,,,8 541.0, 319.9, 5.7, 1.76, 1.73,
2017-03-25,D, 1,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 33,27 149, 0, 26, 851, 3.04, 97.0, 50,, 0, 0,"4,945",,,,, 3.22, 182.1,,,8 710.0, 320.8, 5.8, 1.76, 1.76,
2017-03-26,D, 2,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 34,24 857, 0, 19,3 143, 11.23, 88.8, 50,, 0, 0,"4,458",,,,, 2.94, 179.4,,,7 898.0, 317.7, 5.8, 1.77, 1.78,
2017-03-26,D, 1,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 34,27 116, 0, 33, 884, 3.16, 96.8, 50,, 0, 0,"5,194",,,,, 3.41, 191.6,,,8 852.0, 326.5, 6.1, 1.70, 1.76,
2017-03-26,D, 3,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 34,26 683, 0, 17,1 317, 4.70, 95.3, 50,, 0, 0,"4,946",,,,, 3.35, 185.4,,,8 350.0, 312.9, 6.0, 1.69, 1.72,
2017-03-27,D, 2,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 34,20 836,4 000, 21,3 164, 11.30, 88.7, 50,, 0, 0,"3,382",,,,, 3.06, 162.3,,,6 328.0, 303.7, 6.1, 1.87, 1.79,
2017-03-27,D, 3,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 34,20 659,6 000, 24,1 341, 4.79, 95.2, 50,, 0, 0,"3,724",,,,, 3.49, 180.3,,,6 779.0, 328.1, 6.3, 1.82, 1.73,
2017-03-27,D, 1,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 34,20 590,6 500, 26, 910, 3.25, 96.8, 50,, 0, 0,"3,407",,,,, 3.53, 165.5,,,6 715.0, 326.1, 6.5, 1.97, 1.77,
2017-03-28,D, 2,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 35,20 723, 94, 19,3 183, 11.37, 88.6, 50,, 0, 0,"4,261",,,,, 3.21, 205.6,,,7 637.0, 368.5, 6.5, 1.79, 1.79,
2017-03-28,D, 3,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 35,20 526, 104, 29,1 370, 4.89, 95.1, 50,, 0, 0,"4,324",,,,, 3.64, 210.7,,,7 634.0, 371.9, 6.7, 1.77, 1.73,
2017-03-28,D, 1,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 35,20 339, 222, 29, 939, 3.35, 96.6, 50,, 0, 0,"3,892",,,,, 3.67, 191.4,,,7 643.0, 375.8, 6.8, 1.96, 1.78,
2017-03-29,D, 1,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 36,20 316, 0, 23, 962, 3.44, 96.6, 50,, 0, 0,"4,122",,,,, 3.82, 202.9,,,7 103.0, 349.6, 7.2, 1.72, 1.77,
2017-03-29,D, 3,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 36,20 512, 0, 14,1 384, 4.94, 95.1, 50,, 0, 0,"4,169",,,,, 3.79, 203.3,,,6 673.0, 325.3, 7.0, 1.60, 1.72,
2017-03-29,D, 2,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 36,20 703, 0, 20,3 203, 11.44, 88.6, 50,, 0, 0,"4,054",,,,, 3.36, 195.8,,,7 151.0, 345.4, 6.9, 1.76, 1.79,
2017-03-30,D, 3,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 37,20 482, 0, 30,1 414, 5.05, 95.0, 50,, 0, 0,"3,947",,,,, 3.93, 192.7,,,6 772.0, 330.6, 7.4, 1.72, 1.72,
2017-03-30,D, 1,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 37,20 289, 0, 27, 989, 3.53, 96.5, 50,, 0, 0,"4,080",,,,, 3.96, 201.1,,,7 127.0, 351.3, 7.5, 1.75, 1.77,
2017-03-30,D, 2,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 37,20 684, 0, 19,3 222, 11.51, 88.5, 50,, 0, 0,"4,129",,,,, 3.50, 199.6,,,7 048.0, 340.8, 7.2, 1.71, 1.78,
2017-03-31,D, 2,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 38,20 663, 0, 21,3 243, 11.58, 88.4, 50,, 0, 0,"4,168",,,,, 3.65, 201.7,,,7 540.0, 364.9, 7.6, 1.81, 1.78,
2017-03-31,D, 3,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 38,20 450, 0, 32,1 446, 5.16, 94.8, 50,, 0, 0,"3,946",,,,, 4.07, 193.0,,,6 790.0, 332.0, 7.7, 1.72, 1.72,
2017-03-31,D, 1,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 38,20 289, 0, 0, 989, 3.53, 96.5, 50,, 0, 0,"3,820",,,,, 4.10, 188.3,,,7 672.0, 378.1, 7.9, 2.01, 1.78,
2017-04-01,D, 3,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 39,20 426, 0, 24,1 470, 5.25, 94.8, 50,, 0, 0,"4,269",,,,, 4.22, 209.0,,,7 007.0, 343.0, 8.0, 1.64, 1.72,
2017-04-01,D, 2,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 39,20 641, 0, 22,3 265, 11.66, 88.3, 50,, 0, 0,"4,135",,,,, 3.80, 200.3,,,7 343.0, 355.8, 7.9, 1.78, 1.78,
2017-04-01,D, 1,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 39,20 268, 0, 21,1 010, 3.61, 96.4, 50,, 0, 0,"4,194",,,,, 4.25, 206.9,,,7 446.0, 367.4, 8.3, 1.78, 1.78,
2017-04-02,D, 2,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 40,20 629, 0, 12,3 277, 11.70, 88.3, 50,, 0, 0,"3,813",,,,, 3.94, 184.8,,,7 748.0, 375.6, 8.3, 2.03, 1.79,
2017-04-02,D, 1,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 40,20 242, 0, 26,1 036, 3.70, 96.3, 50,, 0, 0,"3,284",,,,, 4.37, 162.2,,,7 966.0, 393.5, 8.7, 2.43, 1.80,
2017-04-02,D, 3,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 40,20 405, 0, 21,1 491, 5.33, 94.7, 50,, 0, 0,"4,022",,,,, 4.37, 197.1,,,7 654.0, 375.1, 8.4, 1.90, 1.73,
2017-04-03,D, 1,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 41,20 192, 0, 50,1 086, 3.88, 96.1, 50,, 0, 0,30,,,,, 4.37, 1.5,,, 397.0, 19.7, 8.7, 13.19, 1.81,
2017-04-03,D, 2,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 41,20 559, 0, 70,3 347, 11.95, 88.0, 50,, 0, 0,0,,,,, 3.94, 0.0,,,1 565.0, 76.1, 8.4,, 1.81,
2017-04-03,D, 3,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 41,20 338, 0, 67,1 558, 5.56, 94.4, 50,, 0, 0,0,,,,, 4.37, 0.0,,,2 204.0, 108.4, 8.5,, 1.75,
2017-04-04,D, 3,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 42,20 338, 0, 0,1 558, 5.56, 94.4, 50,, 0, 0,0,,,,, 4.37, 0.0,,, 0.0, 0.0, 8.5,, 1.75,
2017-04-04,D, 2,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 42,20 559, 0, 0,3 347, 11.95, 88.0, 50,, 0, 0,0,,,,, 3.94, 0.0,,, 0.0, 0.0, 8.4,, 1.81,
2017-04-04,D, 1,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 42,20 192, 0, 0,1 086, 3.88, 96.1, 50,, 0, 0,0,,,,, 4.37, 0.0,,, 0.0, 0.0, 8.7,, 1.81,
2017-04-05,D, 3,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 43,20 338, 0, 0,1 558, 5.56, 94.4, 50,, 0, 0,0,,,,, 4.37, 0.0,,, 0.0, 0.0, 8.5,, 1.75,
2017-04-05,D, 2,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 43,20 559, 0, 0,3 347, 11.95, 88.0, 50,, 0, 0,0,,,,, 3.94, 0.0,,, 0.0, 0.0, 8.4,, 1.81,
2017-04-05,D, 1,2017-02,AA,28 000,2017-02-20,2017-02-20,,2017-04-07,,, 43,20 192, 0, 0,1 086, 3.88, 96.1, 50,, 0, 0,0,,,,, 4.37, 0.0,,, 0.0, 0.0, 8.7,, 1.81,
2017-04-14,D, 1,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 0,28 000,, 0, 0, 0.00, 100.0, 50,, 0, 0,0,,,,, 0.00, 0.0,,, 452.0, 16.1, 0.0,,,
2017-04-14,D, 3,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 0,28 000,, 0, 0, 0.00, 100.0, 50,, 0, 0,0,,,,, 0.00, 0.0,,, 475.0, 17.0, 0.0,,,
2017-04-14,D, 2,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 0,28 000,, 0, 0, 0.00, 100.0, 50,, 0, 0,0,,,,, 0.00, 0.0,,, 454.0, 16.2, 0.0,,,
2017-04-15,D, 2,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 1,27 990, 0, 10, 10, 0.04, 100.0, 50,, 0, 0,0,,,,, 0.00, 0.0,,, 856.0, 30.6, 0.0,,,
2017-04-15,D, 3,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 1,27 977, 0, 23, 23, 0.08, 99.9, 50,, 0, 0,424,,,,, 0.02, 15.2,,, 892.0, 31.9, 0.0, 2.10, 3.22,
2017-04-15,D, 1,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 1,27 968, 0, 32, 32, 0.11, 99.9, 50,, 0, 0,0,,,,, 0.00, 0.0,,, 884.0, 31.6, 0.0,,,
2017-04-16,D, 1,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 2,27 879, 0, 89, 121, 0.43, 99.6, 50,, 0, 0,466,,,,, 0.02, 16.7,,,1 172.0, 42.0, 0.1, 2.51, 5.37,
