Date,Customer Code,House,Flock,Genetic Line Code,#Birds at arrival,hatch date,Date of arrival,Date of removal,Date of deactivation,Veterinarian,Hatchery,Age (Days),Birds Present (#),Birds thinned (#),Mortality (#),Mortality Cum. (#),Cum. Perc. Mortality (%),Liveability (%),Body Weight (g),Uniformity (%),Daily Gain (g),Avg. Daily Gain (g/d),Feed Intake (kg/house),FCR Cum.,Wheat / Bird Cum.,Wheat / Bird,Wheat / Day,Feed Intake / Bird Housed Cum. (kg),Feed Intake / Bird (g),Wheat (g),FCR,Water (l),Water Intake / Bird (ml),Water Intake / Bird Cum. (l),Water : Feed,Water : Feed Cum.,Comment
2017-04-16,D, 3,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 2,27 880, 0, 97, 120, 0.43, 99.6, 50,, 0, 0,399,,,,, 0.03, 14.3,,,1 175.0, 42.1, 0.1, 2.94, 3.09,
2017-04-16,D, 2,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 2,27 940, 0, 50, 60, 0.21, 99.8, 50,, 0, 0,330,,,,, 0.01, 11.8,,,1 119.0, 40.1, 0.1, 3.39, 7.35,
2017-04-17,D, 3,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 3,27 816, 0, 64, 184, 0.66, 99.3, 50,, 0, 0,475,,,,, 0.05, 17.1,,,1 391.0, 50.0, 0.1, 2.93, 3.03,
2017-04-17,D, 2,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 3,27 905, 0, 35, 95, 0.34, 99.7, 50,, 0, 0,167,,,,, 0.02, 6.0,,,1 375.0, 49.3, 0.1, 8.24, 7.65,
2017-04-17,D, 1,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 3,27 805, 0, 74, 195, 0.70, 99.3, 50,, 0, 0,463,,,,, 0.03, 16.7,,,1 431.0, 51.5, 0.1, 3.09, 4.23,
2017-04-18,D, 2,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 4,27 870, 0, 35, 130, 0.46, 99.5, 50,, 0, 0,"1,034",,,,, 0.05, 37.1,,,1 498.0, 53.8, 0.2, 1.45, 3.46,
2017-04-18,D, 3,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 4,27 764, 0, 52, 236, 0.84, 99.2, 50,, 0, 0,325,,,,, 0.06, 11.7,,,1 559.0, 56.2, 0.2, 4.80, 3.38,
2017-04-18,D, 1,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 4,27 740, 0, 65, 260, 0.93, 99.1, 50,, 0, 0,"1,019",,,,, 0.07, 36.7,,,1 600.0, 57.7, 0.2, 1.57, 2.84,
2017-04-19,D, 3,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 5,27 691, 0, 73, 309, 1.10, 98.9, 50,, 0, 0,800,,,,, 0.09, 28.9,,,1 761.0, 63.6, 0.3, 2.20, 2.99,
2017-04-19,D, 1,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 5,27 740, 0, 0, 260, 0.93, 99.1, 50,, 0, 0,524,,,,, 0.09, 18.9,,,1 822.0, 65.7, 0.3, 3.48, 2.97,
2017-04-19,D, 2,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 5,27 838, 0, 32, 162, 0.58, 99.4, 50,, 0, 0,"1,023",,,,, 0.09, 36.8,,,1 712.0, 61.5, 0.3, 1.67, 2.74,
2017-04-20,D, 1,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 6,27 674, 0, 66, 326, 1.16, 98.8, 50,, 0, 0,"1,171",,,,, 0.13, 42.3,,,1 930.0, 69.7, 0.3, 1.65, 2.55,
2017-04-20,D, 2,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 6,27 790, 0, 48, 210, 0.75, 99.3, 50,, 0, 0,569,,,,, 0.11, 20.5,,,1 887.0, 67.9, 0.3, 3.32, 2.85,
2017-04-20,D, 3,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 6,27 691, 0, 0, 309, 1.10, 98.9, 50,, 0, 0,825,,,,, 0.12, 29.8,,,1 981.0, 71.5, 0.3, 2.40, 2.84,
2017-04-21,D, 3,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 7,27 593, 0, 98, 407, 1.45, 98.5, 50,, 0, 0,"1,306",,,,, 0.16, 47.3,,,2 208.0, 80.0, 0.4, 1.69, 2.51,
2017-04-21,D, 2,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 7,27 775, 0, 15, 225, 0.80, 99.2, 50,, 0, 0,"1,036",,,,, 0.15, 37.3,,,2 165.0, 78.0, 0.4, 2.09, 2.66,
2017-04-21,D, 1,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 7,27 572, 0, 102, 428, 1.53, 98.5, 50,, 0, 0,"1,095",,,,, 0.17, 39.7,,,2 131.0, 77.3, 0.4, 1.95, 2.41,
2017-04-22,D, 3,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 8,27 557, 0, 36, 443, 1.58, 98.4, 50,, 0, 0,925,,,,, 0.20, 33.6,,,2 379.0, 86.3, 0.5, 2.57, 2.52,
2017-04-22,D, 2,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 8,27 757, 0, 18, 243, 0.87, 99.1, 50,, 0, 0,"1,109",,,,, 0.19, 40.0,,,2 343.0, 84.4, 0.5, 2.11, 2.54,
2017-04-22,D, 1,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 8,27 527, 0, 45, 473, 1.69, 98.3, 50,, 0, 0,"1,277",,,,, 0.21, 46.4,,,2 283.0, 82.9, 0.5, 1.79, 2.28,
2017-04-23,D, 3,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 9,27 529, 0, 28, 471, 1.68, 98.3, 50,, 0, 0,"1,827",,,,, 0.26, 66.4,,,2 710.0, 98.4, 0.6, 1.48, 2.26,
2017-04-23,D, 2,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 9,27 725, 0, 32, 275, 0.98, 99.0, 50,, 0, 0,"1,439",,,,, 0.24, 51.9,,,2 615.0, 94.3, 0.6, 1.82, 2.39,
2017-04-23,D, 1,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 9,27 473, 0, 54, 527, 1.88, 98.1, 50,, 0, 0,"1,260",,,,, 0.26, 45.9,,,2 608.0, 94.9, 0.6, 2.07, 2.24,
2017-04-24,D, 3,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 10,27 501, 0, 28, 499, 1.78, 98.2, 50,, 0, 0,"1,472",,,,, 0.31, 53.5,,,2 988.0, 108.7, 0.7, 2.03, 2.22,
2017-04-24,D, 1,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 10,27 433, 0, 40, 567, 2.03, 98.0, 50,, 0, 0,"1,620",,,,, 0.32, 59.1,,,2 849.0, 103.9, 0.7, 1.76, 2.15,
2017-04-24,D, 2,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 10,27 704, 0, 21, 296, 1.06, 98.9, 50,, 0, 0,"1,383",,,,, 0.29, 49.9,,,2 846.0, 102.7, 0.7, 2.06, 2.33,
2017-04-25,D, 1,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 11,27 390, 0, 43, 610, 2.18, 97.8, 50,, 0, 0,"1,516",,,,, 0.37, 55.4,,,3 078.0, 112.4, 0.8, 2.03, 2.13,
2017-04-25,D, 2,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 11,27 681, 0, 23, 319, 1.14, 98.9, 50,, 0, 0,"1,707",,,,, 0.35, 61.7,,,3 068.0, 110.8, 0.8, 1.80, 2.24,
2017-04-25,D, 3,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 11,27 471, 0, 30, 529, 1.89, 98.1, 50,, 0, 0,"1,723",,,,, 0.38, 62.7,,,3 162.0, 115.1, 0.8, 1.84, 2.16,
2017-04-26,D, 3,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 12,27 447, 0, 24, 553, 1.98, 98.0, 50,, 0, 0,"2,074",,,,, 0.45, 75.6,,,3 434.0, 125.1, 0.9, 1.66, 2.07,
2017-04-26,D, 1,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 12,27 353, 0, 37, 647, 2.31, 97.7, 50,, 0, 0,"1,640",,,,, 0.43, 60.0,,,3 342.0, 122.2, 0.9, 2.04, 2.12,
2017-04-26,D, 2,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 12,27 656, 0, 25, 344, 1.23, 98.8, 50,, 0, 0,"1,330",,,,, 0.40, 48.1,,,3 365.0, 121.7, 0.9, 2.53, 2.27,
2017-04-27,D, 2,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 13,27 628, 0, 28, 372, 1.33, 98.7, 50,, 0, 0,"1,530",,,,, 0.45, 55.4,,,3 664.0, 132.6, 1.0, 2.39, 2.29,voerhoeveelheid
2017-04-27,D, 3,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 13,27 419, 0, 28, 581, 2.08, 97.9, 50,, 0, 0,"2,372",,,,, 0.53, 86.5,,,3 774.0, 137.6, 1.1, 1.59, 2.00,
2017-04-27,D, 1,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 13,27 353, 0, 0, 647, 2.31, 97.7, 50,, 0, 0,"1,725",,,,, 0.49, 63.1,,,3 755.0, 137.3, 1.1, 2.18, 2.13,voerhoeveelheid
2017-04-28,D, 2,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 14,27 605, 0, 23, 395, 1.41, 98.6, 50,, 0, 0,"1,680",,,,, 0.51, 60.9,,,3 909.0, 141.6, 1.2, 2.33, 2.29,
2017-04-28,D, 1,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 14,27 281, 0, 72, 719, 2.57, 97.4, 50,, 0, 0,"1,711",,,,, 0.55, 62.7,,,3 940.0, 144.4, 1.2, 2.30, 2.15,
2017-04-28,D, 3,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 14,27 386, 0, 33, 614, 2.19, 97.8, 50,, 0, 0,"2,356",,,,, 0.62, 86.0,,,4 010.0, 146.4, 1.2, 1.70, 1.96,
2017-04-29,D, 3,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 15,27 365, 0, 21, 635, 2.27, 97.7, 50,, 0, 0,"2,352",,,,, 0.70, 86.0,,,4 192.0, 153.2, 1.4, 1.78, 1.94,
2017-04-29,D, 2,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 15,27 586, 0, 19, 414, 1.48, 98.5, 50,, 0, 0,"1,904",,,,, 0.58, 69.0,,,4 057.0, 147.1, 1.3, 2.13, 2.27,
2017-04-29,D, 1,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 15,27 247, 0, 34, 753, 2.69, 97.3, 50,, 0, 0,"2,160",,,,, 0.63, 79.3,,,4 173.0, 153.2, 1.4, 1.93, 2.12,
2017-04-30,D, 2,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 16,27 559, 0, 27, 441, 1.58, 98.4, 50,, 0, 0,"2,010",,,,, 0.65, 72.9,,,4 163.0, 151.1, 1.5, 2.07, 2.25,
2017-04-30,D, 1,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 16,27 225, 0, 22, 775, 2.77, 97.2, 50,, 0, 0,"2,189",,,,, 0.71, 80.4,,,4 415.0, 162.2, 1.5, 2.02, 2.11,
2017-04-30,D, 3,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 16,27 344, 0, 21, 656, 2.34, 97.7, 50,, 0, 0,"2,740",,,,, 0.80, 100.2,,,4 438.0, 162.3, 1.5, 1.62, 1.90,
2017-05-01,D, 2,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 17,27 542, 0, 17, 458, 1.64, 98.4, 50,, 0, 0,"2,560",,,,, 0.74, 93.0,,,4 523.0, 164.2, 1.6, 1.77, 2.19,
2017-05-01,D, 1,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 17,27 198, 0, 27, 802, 2.86, 97.1, 50,, 0, 0,"2,890",,,,, 0.81, 106.3,,,4 620.0, 169.9, 1.7, 1.60, 2.04,
2017-05-01,D, 3,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 17,27 316, 0, 28, 684, 2.44, 97.6, 50,, 0, 0,"2,840",,,,, 0.90, 104.0,,,4 472.0, 163.7, 1.7, 1.57, 1.86,
2017-05-02,D, 2,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 18,27 521, 0, 21, 479, 1.71, 98.3, 50,, 0, 0,"2,925",,,,, 0.85, 106.3,,,4 738.0, 172.2, 1.8, 1.62, 2.12,
2017-05-02,D, 1,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 18,27 169, 0, 29, 831, 2.97, 97.0, 50,, 0, 0,"2,744",,,,, 0.91, 101.0,,,4 648.0, 171.1, 1.9, 1.69, 2.01,
2017-05-02,D, 3,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 18,27 298, 0, 18, 702, 2.51, 97.5, 50,, 0, 0,"2,765",,,,, 1.00, 101.3,,,4 779.0, 175.1, 1.9, 1.73, 1.85,
2017-05-03,D, 3,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 19,27 277, 0, 21, 723, 2.58, 97.4, 50,, 0, 0,"3,230",,,,, 1.12, 118.4,,,5 167.0, 189.4, 2.1, 1.60, 1.82,
2017-05-03,D, 1,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 19,27 148, 0, 21, 852, 3.04, 97.0, 50,, 0, 0,"3,142",,,,, 1.02, 115.7,,,5 218.0, 192.2, 2.1, 1.66, 1.97,
2017-05-03,D, 2,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 19,27 500, 0, 21, 500, 1.79, 98.2, 50,, 0, 0,"3,061",,,,, 0.96, 111.3,,,5 225.0, 190.0, 2.0, 1.71, 2.07,
2017-05-04,D, 2,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 20,27 481, 0, 19, 519, 1.85, 98.1, 50,, 0, 0,"2,909",,,,, 1.06, 105.9,,,5 521.0, 200.9, 2.2, 1.90, 2.06,
2017-05-04,D, 3,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 20,27 261, 0, 16, 739, 2.64, 97.4, 50,, 0, 0,"3,377",,,,, 1.24, 123.9,,,5 585.0, 204.9, 2.3, 1.65, 1.81,
2017-05-04,D, 1,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 20,27 140, 0, 8, 860, 3.07, 96.9, 50,, 0, 0,"3,333",,,,, 1.14, 122.8,,,5 515.0, 203.2, 2.3, 1.65, 1.93,
2017-05-05,D, 2,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 21,27 465, 0, 16, 535, 1.91, 98.1, 50,, 0, 0,"3,565",,,,, 1.19, 129.8,,,5 739.0, 209.0, 2.4, 1.61, 2.01,
2017-05-05,D, 1,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 21,27 121, 0, 19, 879, 3.14, 96.9, 50,, 0, 0,"3,523",,,,, 1.27, 129.9,,,5 826.0, 214.8, 2.5, 1.65, 1.91,
2017-05-05,D, 3,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 21,27 241, 0, 20, 759, 2.71, 97.3, 50,, 0, 0,"3,280",,,,, 1.35, 120.4,,,5 603.0, 205.7, 2.5, 1.71, 1.80,
2017-05-06,D, 2,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 22,27 445, 0, 20, 555, 1.98, 98.0, 50,, 0, 0,"3,391",,,,, 1.31, 123.6,,,6 271.0, 228.5, 2.6, 1.85, 1.99,
2017-05-06,D, 3,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 22,27 222, 0, 19, 778, 2.78, 97.2, 50,, 0, 0,"3,683",,,,, 1.48, 135.3,,,6 180.0, 227.0, 2.7, 1.68, 1.79,
2017-05-06,D, 1,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 22,27 107, 0, 14, 893, 3.19, 96.8, 50,, 0, 0,"3,438",,,,, 1.39, 126.8,,,6 137.0, 226.4, 2.7, 1.79, 1.90,
2017-05-07,D, 3,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 23,27 211, 0, 11, 789, 2.82, 97.2, 50,, 0, 0,"3,688",,,,, 1.62, 135.5,,,6 496.0, 238.7, 2.9, 1.76, 1.78,
2017-05-07,D, 2,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 23,27 423, 0, 22, 577, 2.06, 97.9, 50,, 0, 0,"3,814",,,,, 1.45, 139.1,,,6 630.0, 241.8, 2.9, 1.74, 1.97,
2017-05-07,D, 1,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 23,27 088, 0, 19, 912, 3.26, 96.7, 50,, 0, 0,"3,477",,,,, 1.51, 128.4,,,6 401.0, 236.3, 2.9, 1.84, 1.89,
2017-05-08,D, 2,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 24,27 407, 0, 16, 593, 2.12, 97.9, 50,, 0, 0,"3,826",,,,, 1.58, 139.6,,,6 922.0, 252.6, 3.1, 1.81, 1.95,
2017-05-08,D, 3,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 24,27 199, 0, 12, 801, 2.86, 97.1, 50,, 0, 0,"3,682",,,,, 1.75, 135.4,,,6 827.0, 251.0, 3.2, 1.85, 1.79,
2017-05-08,D, 1,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 24,27 072, 0, 16, 928, 3.31, 96.7, 50,, 0, 0,"3,782",,,,, 1.65, 139.7,,,6 699.0, 247.5, 3.2, 1.77, 1.88,
2017-05-09,D, 1,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 25,27 053, 0, 19, 947, 3.38, 96.6, 50,, 0, 0,"3,865",,,,, 1.79, 142.9,,,7 179.0, 265.4, 3.5, 1.86, 1.88,
2017-05-09,D, 3,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 25,27 184, 0, 15, 816, 2.91, 97.1, 50,, 0, 0,"4,038",,,,, 1.89, 148.5,,,6 982.0, 256.8, 3.5, 1.73, 1.78,
2017-05-09,D, 2,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 25,27 394, 0, 13, 606, 2.16, 97.8, 50,, 0, 0,"4,221",,,,, 1.73, 154.1,,,7 342.0, 268.0, 3.4, 1.74, 1.94,
2017-05-10,D, 2,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 26,27 378, 0, 16, 622, 2.22, 97.8, 50,, 0, 0,"4,078",,,,, 1.88, 149.0,,,7 544.0, 275.6, 3.7, 1.85, 1.93,
2017-05-10,D, 3,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 26,27 169, 0, 15, 831, 2.97, 97.0, 50,, 0, 0,"3,988",,,,, 2.03, 146.8,,,7 288.0, 268.3, 3.7, 1.83, 1.79,
2017-05-10,D, 1,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 26,27 031, 0, 22, 969, 3.46, 96.5, 50,, 0, 0,"4,145",,,,, 1.93, 153.3,,,7 445.0, 275.4, 3.7, 1.80, 1.87,
2017-05-11,D, 2,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 27,27 365, 0, 13, 635, 2.27, 97.7, 50,, 0, 0,"4,239",,,,, 2.03, 154.9,,,8 067.0, 294.8, 4.0, 1.90, 1.93,
2017-05-11,D, 1,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 27,27 005, 0, 26, 995, 3.55, 96.4, 50,, 0, 0,"4,196",,,,, 2.08, 155.4,,,8 094.0, 299.7, 4.0, 1.93, 1.88,
2017-05-11,D, 3,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 27,27 155, 0, 14, 845, 3.02, 97.0, 50,, 0, 0,"4,111",,,,, 2.18, 151.4,,,7 895.0, 290.7, 4.0, 1.92, 1.80,
2017-05-12,D, 2,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 28,27 352, 0, 13, 648, 2.31, 97.7, 50,, 0, 0,"4,348",,,,, 2.19, 159.0,,,8 202.0, 299.9, 4.3, 1.89, 1.92,
2017-05-12,D, 3,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 28,27 124, 0, 31, 876, 3.13, 96.9, 50,, 0, 0,"4,286",,,,, 2.33, 158.0,,,8 071.0, 297.6, 4.3, 1.88, 1.80,
2017-05-12,D, 1,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 28,26 986, 0, 19,1 014, 3.62, 96.4, 50,, 0, 0,"4,450",,,,, 2.24, 164.9,,,8 711.0, 322.8, 4.3, 1.96, 1.88,
2017-05-13,D, 1,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 29,26 968, 0, 18,1 032, 3.69, 96.3, 50,, 0, 0,"4,659",,,,, 2.41, 172.8,,,8 901.0, 330.1, 4.7, 1.91, 1.88,
2017-05-13,D, 2,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 29,27 336, 0, 16, 664, 2.37, 97.6, 50,, 0, 0,"4,334",,,,, 2.34, 158.6,,,8 230.0, 301.1, 4.6, 1.90, 1.92,
2017-05-13,D, 3,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 29,27 101, 0, 23, 899, 3.21, 96.8, 50,, 0, 0,"4,361",,,,, 2.49, 160.9,,,8 035.0, 296.5, 4.6, 1.84, 1.80,
2017-05-14,D, 1,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 30,26 959, 0, 9,1 041, 3.72, 96.3, 50,, 0, 0,"4,529",,,,, 2.57, 168.0,,,8 878.0, 329.3, 5.0, 1.96, 1.89,
2017-05-14,D, 2,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 30,27 330, 0, 6, 670, 2.39, 97.6, 50,, 0, 0,"4,410",,,,, 2.50, 161.4,,,8 249.0, 301.8, 4.9, 1.87, 1.92,
2017-05-14,D, 3,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 30,27 085, 0, 16, 915, 3.27, 96.7, 50,, 0, 0,"4,432",,,,, 2.65, 163.6,,,8 479.0, 313.1, 4.9, 1.91, 1.81,
2017-05-15,D, 3,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 31,27 076, 0, 9, 924, 3.30, 96.7, 50,, 0, 0,"4,519",,,,, 2.81, 166.9,,,9 208.0, 340.1, 5.3, 2.04, 1.82,
2017-05-15,D, 2,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 31,27 316, 0, 14, 684, 2.44, 97.6, 50,, 0, 0,"4,595",,,,, 2.66, 168.2,,,8 611.0, 315.2, 5.2, 1.87, 1.92,
2017-05-15,D, 1,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 31,26 938, 0, 21,1 062, 3.79, 96.2, 50,, 0, 0,"4,818",,,,, 2.74, 178.9,,,9 063.0, 336.4, 5.3, 1.88, 1.89,
2017-05-16,D, 3,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 32,27 065, 0, 11, 935, 3.34, 96.7, 50,, 0, 0,"4,543",,,,, 2.97, 167.9,,,8 239.0, 304.4, 5.6, 1.81, 1.82,
2017-05-16,D, 2,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 32,27 302, 0, 14, 698, 2.49, 97.5, 50,, 0, 0,"4,473",,,,, 2.82, 163.8,,,9 131.0, 334.4, 5.5, 2.04, 1.92,
2017-05-16,D, 1,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 32,26 906, 0, 32,1 094, 3.91, 96.1, 50,, 0, 0,"4,455",,,,, 2.90, 165.6,,,9 451.0, 351.3, 5.7, 2.12, 1.90,
2017-05-17,D, 3,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 33,27 043, 0, 22, 957, 3.42, 96.6, 50,, 0, 0,"4,621",,,,, 3.14, 170.9,,,10 334.0, 382.1, 6.0, 2.24, 1.85,
2017-05-17,D, 2,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 33,27 288, 0, 14, 712, 2.54, 97.5, 50,, 0, 0,"4,691",,,,, 2.99, 171.9,,,10 033.0, 367.7, 5.9, 2.14, 1.94,
2017-05-17,D, 1,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 33,26 884, 0, 22,1 116, 3.99, 96.0, 50,, 0, 0,"4,699",,,,, 3.07, 174.8,,,10 663.0, 396.6, 6.1, 2.27, 1.92,
2017-05-18,D, 1,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 34,20 350,6 500, 34,1 150, 4.11, 95.9, 50,, 0, 0,"3,355",,,,, 3.19, 164.9,,,6 542.0, 321.5, 6.4, 1.95, 1.92,
2017-05-18,D, 3,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 34,20 522,6 500, 21, 978, 3.49, 96.5, 50,, 0, 0,"3,168",,,,, 3.25, 154.4,,,6 414.0, 312.5, 6.3, 2.02, 1.85,
2017-05-18,D, 2,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 34,20 769,6 500, 19, 731, 2.61, 97.4, 50,, 0, 0,"3,465",,,,, 3.11, 166.8,,,6 498.0, 312.9, 6.2, 1.88, 1.93,
2017-05-19,D, 1,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 35,20 128, 193, 29,1 179, 4.21, 95.8, 50,, 0, 0,"3,906",,,,, 3.33, 194.1,,,7 293.0, 362.3, 6.8, 1.87, 1.92,
2017-05-19,D, 3,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 35,20 318, 164, 40,1 018, 3.64, 96.4, 50,, 0, 0,"4,174",,,,, 3.40, 205.4,,,7 674.0, 377.7, 6.6, 1.84, 1.85,
2017-05-19,D, 2,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 35,20 692, 54, 23, 754, 2.69, 97.3, 50,, 0, 0,"4,207",,,,, 3.26, 203.3,,,7 680.0, 371.2, 6.6, 1.83, 1.93,
2017-05-20,D, 1,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 36,20 118, 0, 10,1 189, 4.25, 95.8, 50,, 0, 0,"3,848",,,,, 3.47, 191.3,,,6 916.0, 343.8, 7.1, 1.80, 1.91,
2017-05-20,D, 2,2017-04,AA,28 000,2017-04-14,2017-04-14,,2017-05-27,,, 36,20 679, 0, 13, 767, 2.74, 97.3, 50,, 0, 0,"3,921",,,,, 3.40, 189.6,,,7 023.0, 339.6, 6.9, 1.79, 1.92,
